index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,HHHL_PATTERN,WLow,WLDate,WHigh,WHDate,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,XGB,DT,RF,LR,MLP,VOTING,LGBM,SVM,SNO
2026-02-24,1093.HK,10.579999923706056,10.579999923706056,9.979999542236328,10.0600004196167,10.0600004196167,102206885,0.0,0.0,-0.0159046515320646,10.177518700758856,9.933726551154546,9.44114238287516,9.056879561909208,8.227921196267243,False,True,True,False,0.6000003814697283,0.4539999643961593,0.6809999465942389,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,13.255727832292616,19.69158203327833,28.94425678924301,43.50516380190791,9.97675858424407,11.086758717758476,8.866758450729666,22.2517188151147,0.1412808807486544,0.2646458227785195,1,9.159599990844727,10.000999975204468,True,30.649359335202288,10.307023529090674,10.960000038146973,False,-8.211675322972335,-29.1%,-29.11365580036912,True,2,False,True,True,False,False,False,False,43.5,True,True,False,True,False,False,True,True,False,False,False,False,True,False,1093.HK
2026-02-25,1093.HK,10.06999969482422,10.220000267028809,9.890000343322754,9.989999771118164,9.989999771118164,66040333,0.0,0.0,-0.0090090244894789,10.143424349915094,9.938619874629644,9.462666202021945,9.075357189814335,8.241961662999122,False,True,True,False,0.3299999237060547,0.4453332901000981,0.6679999351501472,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,13.599162213126604,23.31461212186717,19.382019198584302,55.09137340987953,9.97801964966065,11.075019771730965,8.881019527590338,21.988333568928603,0.0645139554084572,0.5586463980488275,1,9.20639998435974,10.016499948501586,True,30.588230674242123,9.900985736221871,10.960000038146973,False,-8.850367369093625,-29.0%,-28.991494846894994,True,2,False,True,True,False,False,False,True,55.1,True,True,False,True,False,False,True,False,False,False,False,False,True,False,1093.HK
2026-02-26,1093.HK,10.119999885559082,10.119999885559082,9.510000228881836,9.539999961853027,9.539999961853027,99381920,0.0,0.0,0.0377358132197853,10.033710824812898,9.903957273518634,9.46569889848591,9.084558036785396,8.252304597651344,False,True,True,False,0.6099996566772461,0.4606666564941411,0.6909999847412117,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,12.28136091529203,24.592600985971902,23.11111406239912,55.0913871276905,9.936303488917067,11.071303622431472,8.801303355402663,22.845520666319853,1.0966663979279188,0.293183225335314,1,9.242999982833862,10.002999925613404,True,23.73540745332964,3.92156475718499,10.960000038146973,False,-12.956205030579792,-28.8%,-28.778441390778696,True,2,True,True,True,False,False,False,True,55.1,True,True,True,True,False,False,True,False,False,False,False,False,True,False,1093.HK
2026-02-23,1128.HK,5.860000133514404,5.980000019073486,5.860000133514404,5.940000057220459,5.940000057220459,3165357,0.0,0.0,-0.0387205415585655,6.00084610814406,5.991093222623658,6.072849315380514,6.18740993716712,6.172868803623792,False,False,False,False,0.119999885559082,0.1277777353922526,0.1916666030883789,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,22.670281851331733,22.02644115690407,22.026420150852857,50.48544812982566,5.990662329444643,6.280662195930239,5.700662462959047,9.681729683217856,0.2040869423082052,0.8367719386866939,1,6.022799997329712,5.967500019073486,False,-9.17431052190046,-0.6688956810275186,6.239999771118164,False,-4.8076878990645735,-0.8%,-0.8001313897149309,True,2,True,False,False,False,False,True,True,50.5,True,False,False,False,True,False,True,True,False,True,False,False,True,False,1128.HK
2026-02-24,1128.HK,5.900000095367432,5.920000076293945,5.78000020980835,5.849999904632568,5.849999904632568,8884600,0.0,0.0,-0.0239316014987848,5.973419525687424,5.97882423845052,6.064110122802164,6.1807285503842575,6.170296143074061,False,False,False,False,0.1399998664855957,0.1288888189527723,0.1933332284291585,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,22.31843458345008,22.12390090054735,23.893790185675385,52.5252374431709,5.977265908033969,6.271265723021152,5.683266093046786,9.837267389828568,0.927483151334871,0.6851178067527983,1,6.008999996185303,5.971000003814697,False,-10.55045965206636,-2.3372265748761736,6.239999771118164,False,-6.249998089594649,-1.5%,-1.5284562983328809,False,1,False,False,False,True,False,True,False,52.5,True,False,False,True,False,False,True,True,False,True,False,False,True,False,1128.HK
2026-02-25,1128.HK,5.849999904632568,5.949999809265137,5.809999942779541,5.840000152587891,5.840000152587891,8573877,0.0,0.0,-0.022260292987032,5.949161457851145,5.966752578810292,6.055321496519252,6.173981453398191,6.167664302512418,False,False,False,False,0.1399998664855957,0.1305554972754584,0.1958332459131876,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,21.024699110083965,22.943721424591885,21.212099944286404,52.52526274215145,5.964192978943866,6.261192814911884,5.667193142975848,9.959430790269646,0.9821893816168636,0.5571295970478262,1,5.996800003051757,5.969500017166138,False,-9.457359297918256,-0.5110687147540568,6.239999771118164,False,-6.410250532086098,-2.1%,-2.114533472928537,False,1,False,False,False,True,False,True,True,52.5,True,False,False,True,True,False,True,True,False,True,False,False,True,False,1128.HK
2026-02-26,1128.HK,5.789999961853027,5.849999904632568,5.75,5.78000020980835,5.78000020980835,9315276,0.0,0.0,-0.0121107559031902,5.918404867297909,5.95051324237534,6.044524583314903,6.166179844614233,6.164575345598442,False,False,False,False,0.0999999046325683,0.1311110390557183,0.1966665585835774,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,21.789443834120508,19.282511594311053,24.663653254136992,47.00000143051216,5.946650810454769,6.244650621627255,5.648650999282284,10.02244189783513,1.3318845899154714,0.6839198726032045,1,5.984200010299682,5.963500022888184,False,-9.828387716079396,-1.70067861711388,6.239999771118164,False,-7.371788111899013,-2.8%,-2.834786222711072,False,1,False,False,False,True,False,True,False,47.0,True,False,False,True,False,False,True,True,False,True,False,False,True,False,1128.HK
2026-02-27,1128.HK,5.820000171661377,5.820000171661377,5.699999809265137,5.710000038146973,5.710000038146973,10755853,0.0,0.0,0.0,5.880513080179556,5.929599050703308,6.031405973700474,6.157146581119832,6.160953231594844,False,False,False,False,0.1200003623962402,0.1327777173784044,0.1991665760676066,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,23.86138797037919,9.22328299227894,29.126193366313807,28.57141235247136,5.924112641663551,6.225112473816871,5.62311280951023,10.161853778283213,1.6613430774834494,0.982298120802762,1,5.971600008010864,5.9555000305175785,False,-9.936910083255466,-1.8900366025763131,6.239999771118164,False,-8.493585775824783,-3.3%,-3.295667015685177,False,1,False,False,False,True,False,True,False,28.6,True,False,False,True,False,False,True,True,False,True,False,False,True,False,1128.HK
2026-02-26,1299.HK,87.0,88.0,84.55000305175781,84.69999694824219,84.69999694824219,26179446,0.0,0.0,0.0247934613834623,84.72766904497145,85.00193759555906,83.73404900929087,80.75549353726437,74.04394390830521,False,False,True,False,3.4499969482421875,2.0208333333333344,4.041666666666669,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,23.851474154776543,19.6782209770115,30.198018586632564,41.10427533491352,85.02137834363324,90.67637941174848,79.366377275518,13.302539145529412,0.5102138246517947,0.5650956884725294,1,83.81500015258788,86.23250007629395,True,8.173682818701623,0.474488590752233,92.0999984741211,False,-8.034746632442356,-26.9%,-26.86709333923057,False,1,False,False,False,False,False,True,False,41.1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1299.HK
2026-02-23,2628.HK,34.380001068115234,34.779998779296875,34.13999938964844,34.58000183105469,34.58000183105469,21868952,0.0,0.0,-0.0867554004770027,34.126387309746306,33.563902728560265,31.617226780459426,28.818745975767627,23.6899910585388,True,True,True,False,0.6399993896484375,1.2112497091293335,1.816874563694,LH,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,LHHLHHLLLH,36.15999984741211,2026-02-11,32.5,2026-02-13,False,18.48284293958041,17.83567904098965,26.25249551161476,47.43151344844051,33.691746817537044,36.567746458955504,30.815747176118588,17.072428194322406,0.5142944236617166,1.6655447072665794,1,31.2696000289917,33.96800031661987,True,26.666676913717,11.189715134725354,36.15999984741211,False,-4.369463559249708,-12.9%,-12.921845758727969,False,1,False,False,False,False,False,False,False,47.4,True,True,False,False,False,False,False,True,False,False,False,False,True,False,2628.HK
